Country,Indicator,Scenario,Type,ProgressRate,Scenario_type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Year_filter
South Sudan,"Water Services, Access, percent of population",halving,Water,2.76,SM,40.66,40.81,44.96,50.77,56.35,60.54,62.74,64.53,66.24,67.42,68.26,
South Sudan,"Water Services, Access, percent of population",quadrupling,Water,3.6,ALB,47.46,53.37,62.7,71.94,76.01,78.95,80.24,81.26,82.26,82.99,83.49,
South Sudan,"Water Services, Access, percent of population",quadrupling,Water,3.92,SM,44.98,49.18,57.34,66.18,74.14,79.98,81.42,82.31,83.17,83.76,84.18,
South Sudan,"Water Services, Access, percent of population",six-fold,Water,3.26,ALB,50.85,58.66,68.43,72.57,76.02,78.95,80.24,81.26,82.26,82.99,83.48,
South Sudan,"Water Services, Access, percent of population",six-fold,Water,3.7,SM,47.2,52.85,61.46,70.7,77.7,80.3,81.39,82.28,83.15,83.74,84.17,
Tanzania,"Sanitation Services, Access, percent of population",Base,Sanitation,1.34,Base,32.09,32.65,34.0,35.45,36.81,38.23,39.69,41.09,42.49,43.96,45.51,
Tanzania,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,6.22,ALB,37.8,44.16,50.47,56.76,63.02,69.25,75.46,81.64,87.79,93.91,100.0,2030
Tanzania,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,6.21,SM,37.92,44.21,50.95,57.67,64.14,70.49,76.74,82.81,88.71,94.45,100.0,2030
Tanzania,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,2.3,ALB,33.79,36.14,38.49,40.82,43.14,45.46,47.75,50.04,52.3,54.57,56.82,2050
Tanzania,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,2.74,SM,33.92,36.21,39.08,42.06,44.86,47.66,50.5,53.24,55.95,58.66,61.36,2050
Tanzania,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.82,ALB,32.09,65.46,33.89,66.77,36.82,50.33,39.69,69.29,42.47,70.55,50.26,
Tanzania,"Sanitation Services, Access, percent of population",doubling,Sanitation,2.4,SM,34.87,37.86,41.65,45.39,48.76,51.99,53.39,54.73,56.07,57.44,58.85,
Tanzania,"Sanitation Services, Access, percent of population",halving,Sanitation,1.07,ALB,31.83,32.12,33.13,34.19,35.12,36.02,37.32,38.58,39.85,41.18,42.56,
Tanzania,"Sanitation Services, Access, percent of population",halving,Sanitation,0.42,SM,30.64,29.75,29.49,28.99,28.35,27.71,29.14,30.48,31.85,33.3,34.86,
Tanzania,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,2.37,ALB,33.56,35.44,38.33,41.49,44.53,47.68,49.72,51.57,53.4,55.31,57.29,
Tanzania,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,2.78,SM,39.76,46.31,52.63,57.42,60.92,63.83,64.55,65.25,65.97,66.72,67.52,
Tanzania,"Sanitation Services, Access, percent of population",six-fold,Sanitation,2.68,ALB,34.45,36.99,40.59,44.56,48.22,51.96,54.13,55.89,57.62,59.41,61.28,
Tanzania,"Sanitation Services, Access, percent of population",six-fold,Sanitation,2.36,SM,43.94,52.68,58.48,62.54,63.16,63.83,64.54,65.24,65.96,66.72,67.52,
Tanzania,"Water Services, Access, percent of population",Base,Water,0.91,Base,60.56,60.95,61.96,63.01,63.93,64.9,65.92,66.84,67.74,68.68,69.65,
Tanzania,"Water Services, Access, percent of population",Full water access in 2030,Water,3.59,ALB,64.0,67.83,71.61,75.34,79.01,82.64,86.21,89.74,93.21,96.59,99.92,2030
Tanzania,"Water Services, Access, percent of population",Full water access in 2030,Water,3.58,SM,64.18,67.99,72.13,76.19,80.0,83.69,87.24,90.64,93.9,97.02,100.0,2030
Tanzania,"Water Services, Access, percent of population",Full water access in 2050,Water,1.43,ALB,61.68,63.26,64.78,66.19,67.62,69.06,70.48,71.88,73.26,74.62,75.97,2050
Tanzania,"Water Services, Access, percent of population",Full water access in 2050,Water,1.75,SM,61.87,63.4,65.39,67.41,69.25,71.07,72.86,74.56,76.19,77.79,79.36,2050
Tanzania,"Water Services, Access, percent of population",doubling,Water,1.5,ALB,62.68,64.93,67.54,69.95,72.06,74.07,74.8,75.52,76.21,76.92,77.67,
Tanzania,"Water Services, Access, percent of population",doubling,Water,1.3,SM,61.66,62.88,64.82,66.84,68.52,70.1,71.03,71.94,72.81,73.7,74.63,
Tanzania,"Water Services, Access, percent of population",halving,Water,0.37,ALB,59.49,58.58,58.42,58.36,58.05,57.73,58.83,59.89,60.94,62.02,63.14,
Tanzania,"Water Services, Access, percent of population",halving,Water,0.57,SM,60.08,59.94,60.4,60.79,60.98,61.21,62.15,63.06,63.94,64.86,65.81,
Tanzania,"Water Services, Access, percent of population",quadrupling,Water,1.52,ALB,66.2,70.69,74.76,77.8,78.3,78.86,79.39,79.88,80.35,80.86,81.4,
Tanzania,"Water Services, Access, percent of population",quadrupling,Water,1.64,SM,63.53,66.01,68.69,71.32,73.56,75.67,76.61,77.44,78.26,79.11,79.96,
Tanzania,"Water Services, Access, percent of population",six-fold,Water,1.23,ALB,69.12,74.84,77.23,77.78,78.31,78.86,79.39,79.88,80.35,80.86,81.4,
Tanzania,"Water Services, Access, percent of population",six-fold,Water,1.77,SM,65.19,68.28,71.56,74.59,77.11,79.37,80.25,81.05,81.78,82.47,82.91,
Uganda,"Sanitation Services, Access, percent of population",Base,Sanitation,1.11,Base,20.22,20.48,21.78,22.99,23.91,25.12,26.67,27.8,28.98,30.1,31.32,
Uganda,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,7.3,ALB,26.97,34.29,41.66,48.94,56.28,63.76,71.23,78.58,85.76,92.96,100.0,2030
Uganda,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,7.3,SM,27.01,34.01,41.57,49.2,56.64,64.1,71.71,79.08,86.16,93.19,100.0,2030
Uganda,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,2.76,ALB,22.25,24.92,28.5,31.09,33.8,36.47,39.14,41.8,44.52,47.17,49.83,2050
Uganda,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,3.0,SM,22.3,24.61,28.38,31.32,34.4,37.37,40.6,43.54,46.5,49.37,52.27,2050
Uganda,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.4,ALB,20.22,59.1,20.74,59.92,22.67,36.29,26.2,61.78,27.16,62.63,34.24,
Uganda,"Sanitation Services, Access, percent of population",doubling,Sanitation,2.11,SM,22.22,24.04,27.64,30.51,33.47,36.46,38.04,39.35,40.67,41.95,43.31,
Uganda,"Sanitation Services, Access, percent of population",halving,Sanitation,0.85,ALB,19.92,19.92,20.91,21.72,22.21,22.93,24.24,25.23,26.29,27.3,28.4,
Uganda,"Sanitation Services, Access, percent of population",halving,Sanitation,0.4,SM,19.16,18.46,18.45,18.43,18.01,17.75,19.2,20.12,21.13,22.07,23.13,
Uganda,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,2.14,ALB,21.86,23.27,26.17,29.07,31.55,34.5,36.97,38.58,40.14,41.63,43.28,
Uganda,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,3.21,SM,25.95,30.69,36.49,41.6,46.44,51.13,52.78,54.09,55.42,56.68,58.0,
Uganda,"Sanitation Services, Access, percent of population",six-fold,Sanitation,2.51,ALB,22.87,24.83,28.51,32.13,35.23,38.81,41.61,43.24,44.81,46.3,47.94,
Uganda,"Sanitation Services, Access, percent of population",six-fold,Sanitation,3.24,SM,29.34,36.41,43.49,49.75,55.2,58.64,59.39,59.99,60.58,61.12,61.73,
Uganda,"Water Services, Access, percent of population",Base,Water,0.87,Base,54.6,54.75,55.75,56.82,57.59,58.54,59.84,60.73,61.62,62.45,63.34,
Uganda,"Water Services, Access, percent of population",Full water access in 2030,Water,4.16,ALB,58.39,62.77,67.34,71.54,75.7,79.85,83.97,88.05,92.1,96.12,100.0,2030
Uganda,"Water Services, Access, percent of population",Full water access in 2030,Water,4.13,SM,58.72,62.72,67.3,71.81,76.15,80.49,84.81,88.87,92.7,96.44,100.0,2030
Uganda,"Water Services, Access, percent of population",Full water access in 2050,Water,1.65,ALB,55.64,57.51,59.39,61.02,62.6,64.21,65.81,67.39,68.98,70.54,72.09,2050
Uganda,"Water Services, Access, percent of population",Full water access in 2050,Water,1.9,SM,56.06,57.44,59.89,61.93,63.91,65.83,67.95,69.8,71.62,73.36,75.08,2050
Uganda,"Water Services, Access, percent of population",doubling,Water,1.66,ALB,57.44,59.95,63.01,65.86,68.17,70.42,71.43,72.11,72.77,73.39,74.07,
Uganda,"Water Services, Access, percent of population",doubling,Water,1.28,SM,55.52,56.23,58.15,59.93,61.45,63.13,64.49,65.47,66.42,67.32,68.28,
Uganda,"Water Services, Access, percent of population",halving,Water,0.06,ALB,53.13,51.58,50.94,50.24,49.12,48.11,49.6,50.63,51.67,52.64,53.71,
Uganda,"Water Services, Access, percent of population",halving,Water,0.56,SM,54.2,53.88,54.35,54.88,55.06,55.36,56.59,57.39,58.2,58.96,59.79,
Uganda,"Water Services, Access, percent of population",quadrupling,Water,1.46,ALB,62.09,67.39,72.16,73.04,73.47,74.02,74.74,75.24,75.74,76.21,76.74,
Uganda,"Water Services, Access, percent of population",quadrupling,Water,1.63,SM,57.05,58.74,61.67,63.94,66.06,68.19,69.57,70.58,71.53,72.43,73.38,
Uganda,"Water Services, Access, percent of population",six-fold,Water,1.09,ALB,65.81,71.84,72.44,73.04,73.48,74.02,74.75,75.25,75.74,76.22,76.73,
Uganda,"Water Services, Access, percent of population",six-fold,Water,1.85,SM,58.42,60.8,63.9,66.67,69.21,71.78,73.13,74.13,75.08,75.95,76.87,
Zambia,"Sanitation Services, Access, percent of population",Base,Sanitation,1.15,Base,31.36,32.09,33.23,34.23,35.53,36.73,37.98,39.22,40.26,41.43,42.83,
Zambia,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,6.23,ALB,37.71,44.03,50.32,56.6,62.87,69.11,75.32,81.52,87.7,93.85,100.0,2030
Zambia,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,6.24,SM,37.59,43.98,50.45,56.89,63.36,69.71,75.96,82.14,88.18,94.14,100.0,2030
Zambia,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,2.28,ALB,33.69,36.0,38.35,40.61,42.9,45.18,47.46,49.72,51.98,54.24,56.48,2050
Zambia,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,2.53,SM,33.56,35.96,38.46,41.01,43.66,46.27,48.85,51.43,53.87,56.34,58.9,2050
Zambia,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.69,ALB,31.36,64.34,33.08,65.35,35.45,50.63,38.06,67.78,40.21,68.81,48.3,
Zambia,"Sanitation Services, Access, percent of population",doubling,Sanitation,2.22,SM,33.74,36.68,39.95,43.05,46.4,49.51,50.88,52.22,53.33,54.53,55.94,
Zambia,"Sanitation Services, Access, percent of population",halving,Sanitation,0.82,ALB,30.86,31.06,31.64,32.02,32.68,33.18,34.4,35.6,36.62,37.74,39.08,
Zambia,"Sanitation Services, Access, percent of population",halving,Sanitation,0.28,SM,30.11,29.57,29.27,28.71,28.32,27.68,28.63,29.69,30.58,31.59,32.86,
Zambia,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,2.14,ALB,34.07,37.06,40.17,42.97,45.97,48.73,50.19,51.56,52.67,53.92,55.48,
Zambia,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,2.85,SM,38.05,44.3,50.18,55.21,59.97,63.29,64.15,64.86,65.33,65.87,66.52,
Zambia,"Sanitation Services, Access, percent of population",six-fold,Sanitation,2.17,ALB,35.61,39.53,43.28,46.57,48.88,50.68,52.1,53.46,54.55,55.79,57.3,
Zambia,"Sanitation Services, Access, percent of population",six-fold,Sanitation,2.47,SM,41.81,50.29,57.42,62.18,63.29,63.8,64.28,64.86,65.33,65.87,66.53,
Zambia,"Water Services, Access, percent of population",Base,Water,0.94,Base,64.6,65.28,66.19,67.15,68.31,69.35,70.34,71.26,72.06,72.94,74.01,
Zambia,"Water Services, Access, percent of population",Full water access in 2030,Water,3.22,ALB,67.83,71.24,74.63,77.95,81.23,84.47,87.66,90.82,93.92,96.98,100.0,2030
Zambia,"Water Services, Access, percent of population",Full water access in 2030,Water,3.21,SM,67.92,71.51,75.15,78.76,82.32,85.66,88.83,91.84,94.68,97.4,100.0,2030
Zambia,"Water Services, Access, percent of population",Full water access in 2050,Water,1.29,ALB,65.75,67.15,68.55,69.87,71.17,72.45,73.7,74.88,76.16,77.39,78.62,2050
Zambia,"Water Services, Access, percent of population",Full water access in 2050,Water,1.63,SM,65.84,67.43,69.14,70.94,72.81,74.55,76.21,77.82,79.23,80.66,82.13,2050
Zambia,"Water Services, Access, percent of population",doubling,Water,1.52,ALB,66.99,69.69,72.26,74.6,76.89,78.86,79.57,80.27,80.81,81.44,82.22,
Zambia,"Water Services, Access, percent of population",doubling,Water,1.19,SM,65.28,66.46,67.89,69.36,71.03,72.4,73.45,74.47,75.25,76.13,77.16,
Zambia,"Water Services, Access, percent of population",halving,Water,0.3,ALB,63.34,62.57,62.03,61.5,61.14,60.56,61.81,63.03,64.01,65.09,66.37,
Zambia,"Water Services, Access, percent of population",halving,Water,0.7,SM,64.3,64.66,65.17,65.67,66.36,66.88,67.79,68.7,69.43,70.29,71.35,
Zambia,"Water Services, Access, percent of population",quadrupling,Water,1.23,ALB,70.86,75.72,78.29,79.07,79.74,80.35,80.95,81.49,81.97,82.49,83.12,
Zambia,"Water Services, Access, percent of population",quadrupling,Water,1.35,SM,66.35,68.28,69.86,71.36,73.11,74.75,75.89,76.99,77.85,78.77,79.88,
Zambia,"Water Services, Access, percent of population",six-fold,Water,0.92,ALB,73.91,77.88,78.49,79.04,79.73,80.35,80.94,81.49,81.97,82.49,83.12,
Zambia,"Water Services, Access, percent of population",six-fold,Water,1.47,SM,67.25,69.12,70.92,72.72,74.77,76.68,77.87,79.01,79.89,80.83,81.93,
